    995       3
-4.307444095611572e+00 -3.978925347328186e-01  5.109245777130127e-01
-4.738748550415039e+00 -5.701612234115601e-01  4.992364346981049e-01
-5.099616050720215e+00 -1.812913566827774e-01  5.727018713951111e-01
-4.211496829986572e+00 -5.395196080207825e-01  3.285892773419619e-03
-4.971218109130859e+00 -9.534960389137268e-01  5.106306076049805e-01
-5.562063217163086e+00  7.177705764770508e-01  9.434389322996140e-02
-5.937474250793457e+00  3.309742510318756e-01  3.611907958984375e-01
 3.594811450020901e+00  1.570444309222939e+00  1.000000000000000e+00
 3.591505586045332e+00  2.094395102500000e+00  5.115051030299229e-01
-4.730243682861328e+00 -4.704840779304504e-01 -6.038789153099060e-01
-5.068112373352051e+00  8.538967967033386e-01 -4.896806478500366e-01
-3.589727703788151e+00  2.094395102500000e+00 -4.834113727441766e-01
-3.290101720947443e+00  2.094395102500000e+00  1.704065262914322e-02
-1.947598576545715e+00  5.823546051979065e-01 -4.947334229946136e-01
-1.346504211425781e+00 -3.594938432797790e-03 -4.999879896640778e-01
-1.346504211425781e+00  0.000000000000000e+00  0.000000000000000e+00
-1.400934338569641e+00  4.968816637992859e-01 -5.312969088554382e-01
-1.002593755722046e+00  5.090385079383850e-01  4.991697072982788e-01
-7.480466961860657e-01  0.000000000000000e+00  0.000000000000000e+00
-1.481878042221069e+00  5.382365584373474e-01  2.290114760398865e-02
 1.495996501190476e+00  2.094395102500000e+00 -1.000000000000000e+00
 1.795089009970406e+00  1.573401657324127e+00 -1.000000000000000e+00
 1.795985710835558e+00  2.094395102500000e+00 -4.873002943587086e-01
 1.496435046195984e+00  1.747820138931274e+00 -3.219015002250671e-01
-1.662351965904236e+00  5.618797540664673e-01  4.545209705829620e-01
-5.174412692905663e+00  9.800632973114203e-01 -1.000000000000000e+00
-4.739428129336697e+00  5.632733900305963e-01 -1.000000000000000e+00
-4.505589865550852e+00  1.036924362697283e+00 -1.000000000000000e+00
-3.895638433301718e+00  1.058838080551995e+00  1.000000000000000e+00
-4.209487430921012e+00  5.462850530814735e-01  1.000000000000000e+00
-4.499114036782789e+00  1.058135248994521e+00  1.000000000000000e+00
-7.480466961860657e-01  3.508341964334249e-03  4.999943673610687e-01
 2.989510893821716e-01 -5.264030694961548e-01 -4.464873636607081e-04
 7.476661205291748e-01 -1.049855470657349e+00  4.992952346801758e-01
 1.513623893260956e-01 -5.408646464347839e-01 -4.971326887607574e-01
 2.993498827418801e+00  1.573282020329240e+00  1.000000000000000e+00
 4.485545456409454e-01 -5.231211185455322e-01  4.996511340141296e-01
 1.367474794387817e-01 -1.069059133529663e+00  4.823604822158813e-01
-2.993880510330200e-01 -5.264046192169189e-01 -4.615821526385844e-04
-2.993832826614380e-01 -1.052013993263245e+00 -9.207808761857450e-04
 1.196742718207602e+00  1.573396566819820e+00 -1.000000000000000e+00
 1.355510234832764e+00  1.135477781295776e+00 -6.214341521263123e-01
-2.693656604004709e+00 -2.094395102500000e+00  1.415556576575604e-02
-2.395744085311890e+00 -1.747353792190552e+00  8.794688619673252e-03
-2.700135469436646e+00 -1.707186579704285e+00  3.728900551795959e-01
-2.992685332230316e+00 -2.094395102500000e+00  5.114325824429478e-01
 3.000078538052504e-01  2.094395102500000e+00  1.364230778896223e-02
-7.480466961860657e-01 -3.508341964334249e-03 -4.999951422214508e-01
 1.196753930319043e+00  1.576019981975410e+00  1.000000000000000e+00
 1.495912368255420e+00  1.055817278335370e+00  1.000000000000000e+00
 8.974875937544023e-01  1.056166738954470e+00  1.000000000000000e+00
 1.084438323974609e+00  1.054981350898743e+00  6.143141984939575e-01
-3.488316059112549e+00 -4.393991827964783e-01 -5.276622772216797e-01
-6.370484571871504e-05 -5.329639997022900e-01 -1.000000000000000e+00
 2.990960799960888e-01 -6.880298508957982e-03 -1.000000000000000e+00
-2.992551524137664e-01 -6.932465402826010e-03 -1.000000000000000e+00
-1.496662199497223e-01 -3.478946862742305e-03 -4.999951422214508e-01
-5.474197387695312e+00  1.100457906723022e+00 -2.161912471055984e-01
-4.741378784179688e+00  1.383411765098572e+00  8.456566184759140e-02
-5.135475635528564e+00  1.371909499168396e+00 -6.167746186256409e-01
-5.319654941558838e+00  1.340831756591797e+00  5.108149051666260e-01
 1.184016227722168e+00  4.141988754272461e-01  3.751606121659279e-02
 7.497190237045288e-01  8.055156469345093e-01  3.753671795129776e-02
 1.046186685562134e+00  5.556558966636658e-01 -5.022410750389099e-01
 8.992938995361328e-01  1.831233873963356e-02 -4.744150638580322e-01
-4.503967761993408e+00  1.042238116264343e+00 -4.989202320575714e-01
 4.592638909816742e-01  4.863073825836182e-01 -4.385014474391937e-01
-5.072385921707173e+00  2.094395102500000e+00  7.771407344737842e-02
-5.103602409362793e+00  1.741637587547302e+00  3.757771253585815e-01
-5.106770038604736e+00  1.720865607261658e+00 -4.482852518558502e-01
 5.982774278453206e-01 -5.328870728492875e-01 -1.000000000000000e+00
-5.474980831146240e+00  1.706498622894287e+00  5.606991425156593e-02
-4.945714950561523e+00  9.778597950935364e-01  5.187833905220032e-01
-7.907790451875767e-05 -5.198166994670775e-01  1.000000000000000e+00
 2.991347314614596e-01 -1.047714404510619e+00  1.000000000000000e+00
-2.992329929061184e-01 -1.047705385558307e+00  1.000000000000000e+00
-4.515267372131348e+00 -1.135368108749390e+00  5.392105579376221e-01
 2.394994448963673e+00 -5.306969842961502e-01 -1.000000000000000e+00
 2.696473422643447e+00 -3.926595944188492e-03 -1.000000000000000e+00
 2.095128000941149e+00 -5.525514228430028e-03 -1.000000000000000e+00
-5.816870689392090e+00 -1.608873486518860e+00 -5.841873884201050e-01
 3.291192302619048e+00  2.094395102500000e+00  1.000000000000000e+00
 2.992685332230316e+00  2.094395102500000e+00  5.114325824429478e-01
-3.682731151580811e+00  3.449361324310303e-01 -5.696384310722351e-01
 5.983653048202408e-01  1.576139048587456e+00  1.000000000000000e+00
-1.497726738452911e-01 -5.231115818023682e-01  4.996384382247925e-01
 4.315878868103027e+00 -8.526740670204163e-01  4.290092270821333e-03
 4.250108718872070e+00 -4.130087494850159e-01 -5.104979276657104e-01
 4.136306762695312e+00 -6.634182929992676e-01  5.009794831275940e-01
 4.616228103637695e+00 -6.501340866088867e-01  5.862744450569153e-01
-2.095205500601834e+00 -2.094395102500000e+00  1.394269450487277e-02
-2.394195359045001e+00 -2.094395102500000e+00  5.112637695704351e-01
-2.095122098922729e+00 -1.747646927833557e+00  3.403759002685547e-01
-2.259135484695435e+00 -1.060639500617981e+00  4.769676923751831e-01
-2.512868165969849e+00 -1.072167158126831e+00 -4.843815863132477e-01
-4.109700202941895e+00 -6.877962946891785e-01 -4.871995449066162e-01
-4.012518405914307e+00 -1.132648706436157e+00  5.358372926712036e-01
 4.131921291351318e+00  6.687030196189880e-01 -4.880941212177277e-01
 4.310350894927979e+00  4.011553823947906e-01  5.110993385314941e-01
 1.596506953239441e+00  1.297648072242737e+00 -2.409315705299377e-01
 1.945389986038208e+00  1.750133514404297e+00 -2.375042736530304e-01
 2.000574827194214e+00  1.223162531852722e+00 -6.311281919479370e-01
 1.169054865837097e+00  1.149930596351624e+00 -1.419146638363600e-02
 1.645201086997986e+00  7.887604832649231e-01  7.261378341354430e-04
 1.654764771461487e+00  1.075996398925781e+00  5.669849514961243e-01
 1.496498584747314e+00  1.750125646591187e+00  3.407032191753387e-01
 2.095031499862671e+00  1.749907970428467e+00  3.407397866249084e-01
 3.891416175109859e+00  2.094395102500000e+00  1.449409053998295e-02
 1.496788992083004e+00  2.094395102500000e+00  1.379497900879659e-02
-4.489430487155914e-01 -5.296968817710876e-01 -5.003606081008911e-01
-4.490399658679962e-01 -1.049861073493958e+00  4.992777407169342e-01
-1.297879964113235e-01  1.887163892388344e-02  5.019677877426147e-01
 7.471592724323273e-02 -1.906707620946690e-05  3.972307695221389e-06
-1.945463895797729e+00 -1.751330018043518e+00 -2.376901805400848e-01
-6.283185305000000e+00  1.495996501785714e+00 -1.000000000000000e+00
-5.892012981614215e+00  1.699196455530465e+00 -1.000000000000000e+00
-6.283185305000000e+00  2.094395102500000e+00 -1.000000000000000e+00
-5.810405731201172e+00  1.611523866653442e+00 -4.374805688858032e-01
-1.496788992083004e+00 -2.094395102500000e+00  1.379497900879663e-02
 2.693656604004709e+00  2.094395102500000e+00  1.415556576575607e-02
 2.394195359045001e+00  2.094395102500000e+00  5.112637695704351e-01
 2.095205500601834e+00  2.094395102500000e+00  1.394269450487276e-02
 2.394412031770896e+00  2.094395102500000e+00 -4.871492198921836e-01
-4.475376605987549e+00  1.331519126892090e+00  6.181355714797974e-01
 5.444799599511607e+00  2.094395102500000e+00 -4.662278477904664e-01
 5.086388104047618e+00  2.094395102500000e+00 -1.000000000000000e+00
 2.646532535552979e+00  5.838370323181152e-01 -1.735977828502655e-02
 2.847674131393433e+00  5.302585959434509e-01 -4.963700175285339e-01
 3.703727245330811e+00  4.334105253219604e-01  5.119017362594604e-01
 3.133386373519897e+00  5.461128354072571e-01  5.320953726768494e-01
 3.538215398788452e+00  6.448929905891418e-01 -4.978389739990234e-01
-5.113120079040527e+00 -1.565631747245789e+00  6.445196270942688e-01
-5.409272320978910e+00  1.602103245287603e+00 -1.000000000000000e+00
-5.684786704523810e+00  2.094395102500000e+00 -1.000000000000000e+00
 1.795216083526611e+00  2.629937827587128e-01  3.654522879514843e-05
 5.900948524475098e+00  1.278641343116760e+00  5.351333692669868e-02
 5.053648948669434e+00  8.748196959495544e-01  4.815580844879150e-01
 4.199383039488358e+00 -1.565849615233496e+00 -1.000000000000000e+00
 4.520857810974121e+00 -1.145204305648804e+00 -5.043162107467651e-01
 4.660799026489258e+00 -1.650040894746780e-01  4.747416079044342e-01
 7.654668688774109e-01  3.253637626767159e-02  2.328725531697273e-02
 1.334714412689209e+00  5.379664301872253e-01  5.045498013496399e-01
 1.197188377380371e+00  1.749019742012024e+00  9.463625960052013e-03
 9.001614451408386e-01  1.673226475715637e+00  4.144769310951233e-01
 4.518023133277893e-01  1.072820186614990e+00  5.106019973754883e-01
 7.476661205291748e-01  1.049855470657349e+00 -4.992952346801758e-01
 5.537579536437988e+00  1.680240035057068e+00  2.903121337294579e-02
 5.801139082182771e+00 -1.214556279485928e+00  1.000000000000000e+00
 4.801000190202923e+00  2.094395102500000e+00  5.045399611391653e-01
 5.830525875091553e+00  1.607454657554626e+00  6.241845488548279e-01
 5.801480986548427e+00  1.210060202949018e+00  1.000000000000000e+00
 5.410873486266649e+00  1.602772061644062e+00  1.000000000000000e+00
-5.855259418487549e+00 -1.663408517837524e+00  6.453776359558105e-01
 2.094395101666667e+00  2.094395102500000e+00 -1.000000000000000e+00
 2.170680284500122e+00  1.661290526390076e+00 -6.209352016448975e-01
-5.409272320978910e+00 -1.602103245287603e+00  1.000000000000000e+00
-5.514023780822754e+00 -9.242121577262878e-01  6.726800799369812e-01
-5.799635272568356e+00 -1.209092325579010e+00  1.000000000000000e+00
 3.901848952938946e+00 -1.046563859826313e+00 -1.000000000000000e+00
 4.508192415119132e+00 -1.040039572473290e+00 -1.000000000000000e+00
 4.214049728505345e+00 -5.286056530608098e-01 -1.000000000000000e+00
 2.992863307070226e+00  2.094395102500000e+00 -4.869243190761569e-01
 1.336495637893677e+00 -8.474521338939667e-03 -2.548076398670673e-02
 1.346326231956482e+00 -3.091249847784638e-03 -4.999729096889496e-01
 1.945297837257385e+00 -2.551015932112932e-03 -4.998712241649628e-01
 1.795216083526611e+00 -2.629937827587128e-01 -3.575076698325574e-05
 4.214255792544135e+00 -5.360362675861862e-01  1.000000000000000e+00
 3.924165443447024e+00 -2.134689197631420e-03  1.000000000000000e+00
 4.608002297444520e+00 -7.229107784082531e-03  1.000000000000000e+00
 1.346326231956482e+00  3.092044265940785e-03  4.999721050262451e-01
 4.743972006207563e+00 -5.814498800499628e-01  1.000000000000000e+00
-3.590150992011262e+00  1.576761899810933e+00  1.000000000000000e+00
-4.189894268860974e+00  1.576213494764133e+00  1.000000000000000e+00
-2.990869821130737e+00  2.094395102500000e+00 -4.859228150220080e-01
-5.977490246349403e-01  2.094395102500000e+00  5.109432504489649e-01
-4.608687162399292e-01  1.115886330604553e+00 -6.111228466033936e-01
 1.926260948181152e+00  5.847474932670593e-01  5.375946164131165e-01
 2.243864297866821e+00  5.238901376724243e-01 -4.996193647384644e-01
-5.554955005645752e+00  9.621262550354004e-01 -6.524594426155090e-01
-5.899033069610596e+00  5.218023434281349e-03  6.454841047525406e-02
-5.924545764923096e+00  9.447069168090820e-01 -3.149197697639465e-01
-5.589102745056152e+00  9.541165232658386e-01  6.175158619880676e-01
-5.922175884246826e+00  9.521256089210510e-01  3.325361609458923e-01
-5.562673568725586e+00  1.092130318284035e-01  5.887086987495422e-01
-2.991980151952686e+00  1.576174635632897e+00  1.000000000000000e+00
-3.292699589325431e+00  1.057209616251167e+00  1.000000000000000e+00
 4.192003786585967e+00  2.094395102500000e+00  5.106626089921620e-01
 5.989873530320983e-01  2.094395102500000e+00  5.109762391166698e-01
 3.296648474044605e+00 -1.050332460052918e+00 -1.000000000000000e+00
 3.604815277171024e+00 -5.259764952873793e-01 -1.000000000000000e+00
 5.568229675292969e+00 -9.566873908042908e-01  6.331222653388977e-01
 3.594811450020901e+00 -1.570444309222939e+00 -1.000000000000000e+00
 2.093514204025269e+00 -1.747887611389160e+00  3.405522704124451e-01
 2.392659382587070e+00 -2.094395102500000e+00  5.114021055996322e-01
 2.093306456148436e+00 -2.094395102500000e+00  1.408252895221427e-02
 2.691620100439449e+00 -2.094395102500000e+00  1.490874291407763e-02
 1.197375216130371e+00  2.094395102500000e+00  5.110352639880111e-01
-2.990920549328113e+00  2.094395102500000e+00  5.122298113469099e-01
-7.482214570045471e-01 -1.054165363311768e+00 -5.007221102714539e-01
-2.691620100439449e+00  2.094395102500000e+00  1.490874291407763e-02
-2.392490786947210e+00  2.094395102500000e+00 -4.869108181775633e-01
 2.990869821130737e+00 -2.094395102500000e+00 -4.859228150220080e-01
 2.990920549328113e+00 -2.094395102500000e+00  5.122298113469099e-01
-3.746183156967163e+00 -1.055236339569092e+00 -5.012789964675903e-01
 2.692793702142858e+00 -2.094395102500000e+00 -1.000000000000000e+00
 1.945297837257385e+00  2.551810350269079e-03  4.998719990253448e-01
 2.564402580261230e+00  1.134668946266174e+00 -5.354447960853577e-01
-3.895638433301718e+00 -1.058838080551995e+00 -1.000000000000000e+00
 5.410873486266649e+00 -1.602772061644062e+00 -1.000000000000000e+00
 5.839420795440674e+00 -1.561564922332764e+00 -4.883324503898621e-01
 5.441247239339115e+00 -2.094395102500000e+00 -4.190584547525290e-01
-4.801076502121563e+00  1.572938595622874e+00  1.000000000000000e+00
-5.168978603108246e+00  1.002871966509611e+00  1.000000000000000e+00
 2.817351222038269e-01  5.380713343620300e-01  1.873975805938244e-02
 7.732779979705811e-01  5.122227072715759e-01  5.019137859344482e-01
 1.236754134297371e-01  1.012236118316650e+00 -4.756496548652649e-01
-5.746902619079400e+00 -6.277717088320669e-01 -1.000000000000000e+00
-6.283185305000000e+00 -6.070463941727519e-01 -4.582976012126166e-01
-5.834313869476318e+00 -2.809962630271912e-01 -3.193846642971039e-01
 1.494064331054688e-01  5.296849608421326e-01  5.003486871719360e-01
-6.283185305000000e+00  2.890766878250332e-03  5.206116332457935e-01
-5.898966312408447e+00 -3.178608715534210e-01  4.653876125812531e-01
-6.283185305000000e+00 -1.495996501785714e+00  1.000000000000000e+00
-6.283185305000000e+00 -1.070956942736301e+00  5.650897553444383e-01
 1.495650053024292e+00 -1.051856756210327e+00 -8.151174988597631e-04
-1.498465687036514e-01 -1.054165363311768e+00 -5.007157325744629e-01
 2.371928393840790e-01  4.304551333189011e-02  5.172087550163269e-01
 4.367091357707977e-01 -1.799455378204584e-03 -5.111064910888672e-01
 8.966994444688458e-01 -2.094395102500000e+00  1.365183756011755e-02
 1.196088021526754e+00 -2.094395102500000e+00  5.109793528110907e-01
 1.196204781532288e+00 -1.748980045318604e+00  8.905913680791855e-03
 8.969502449035645e-01 -1.747824907302856e+00  3.402440249919891e-01
 1.195890349058754e+00 -2.094395102500000e+00 -4.874413284953956e-01
 8.969597816467285e-01 -1.750224947929382e+00 -3.223710358142853e-01
 1.495311617851257e+00 -1.750135183334351e+00 -3.222693502902985e-01
 1.495248079299927e+00 -1.747830390930176e+00  3.403282463550568e-01
 1.495014756064458e+00 -2.094395102500000e+00  1.376651728201168e-02
 1.794563055038452e+00 -1.748876690864563e+00  9.104529395699501e-03
 1.345959186553955e+00 -1.049857020378113e+00  4.993254244327545e-01
-5.870068550109863e+00 -6.018514633178711e-01  3.484508022665977e-02
-6.283185305000000e+00 -8.823817648175415e-01  7.993277358909959e-02
-5.888976097106934e+00  1.325660705566406e+00  3.620202094316483e-02
-2.392659382587070e+00  2.094395102500000e+00  5.114021055996322e-01
 5.982338654421400e-01 -5.198369484088485e-01  1.000000000000000e+00
 8.974567214673747e-01 -1.047709078815000e+00  1.000000000000000e+00
 1.944249153137207e+00 -1.049928545951843e+00  4.993937313556671e-01
 1.645237684249878e+00 -1.053855538368225e+00 -5.006052851676941e-01
 1.794394720008376e+00 -2.094395102500000e+00  5.110929676275447e-01
 1.794197632618695e+00 -2.094395102500000e+00 -4.872946986460387e-01
 5.977490246349403e-01 -2.094395102500000e+00  5.109432504489649e-01
 2.997345100786174e+00 -5.284563299968911e-01 -1.000000000000000e+00
 5.975550587996562e-01 -2.094395102500000e+00 -4.874907383828586e-01
 5.330658912658691e+00 -1.357429623603821e+00  5.176409482955933e-01
 5.179402297104744e+00 -9.930873466277407e-01  1.000000000000000e+00
 5.072385921707173e+00 -2.094395102500000e+00  7.771407344737838e-02
 1.645166158676147e+00 -5.233801007270813e-01  4.996892809867859e-01
 1.645166158676147e+00  5.233801007270813e-01 -4.996884763240814e-01
 1.046841263771057e+00 -5.231759548187256e-01  4.996686279773712e-01
-2.170888423919678e+00 -1.663218736648560e+00 -6.211680173873901e-01
 7.262108922004700e-01  6.065872684121132e-02  5.345994830131531e-01
-6.115585023589812e-04 -2.094395102500000e+00  5.109457000209209e-01
-8.040901996545317e-04 -2.094395102500000e+00 -4.874926403220294e-01
-1.497726738452911e-01  5.231115818023682e-01 -4.996392428874969e-01
-2.996993310737553e+00 -5.178771163852819e-01  1.000000000000000e+00
-3.302361738956555e+00  9.496724775479474e-03  1.000000000000000e+00
-4.192003786585967e+00 -2.094395102500000e+00  5.106626089921620e-01
-4.190153053494773e+00 -2.094395102500000e+00 -4.862012893604859e-01
-5.441247239339115e+00  2.094395102500000e+00 -4.190584547525290e-01
-5.675688459445742e+00  2.094395102500000e+00  2.044034728351558e-01
-6.283185305000000e+00  1.520905954232340e+00  8.572566038970785e-03
-6.283185305000000e+00  1.256514463180413e+00 -4.641902635695419e-01
 5.684786704523809e+00  2.094395102500000e+00 -1.000000000000000e+00
 5.892406226341370e+00  1.701532335741385e+00 -1.000000000000000e+00
 6.283185305000000e+00  2.094395102500000e+00 -1.000000000000000e+00
 5.840509414672852e+00  1.606719017028809e+00 -4.901621043682098e-01
 5.708884028283173e+00  2.094395102500000e+00  6.656559378182887e-03
 6.283185305000000e+00  1.486251736268073e+00  2.057148074400284e-01
 6.283185305000000e+00  1.251642412291615e+00 -4.175598243027664e-01
 6.283185305000000e+00  1.495996501785714e+00 -1.000000000000000e+00
 5.801139082182771e+00  1.214556279485928e+00 -1.000000000000000e+00
-6.283185305000000e+00 -2.094395102500000e+00 -1.000000000000000e+00
-6.283185305000000e+00 -2.094395102500000e+00 -3.333333333333333e-01
-5.684786704523809e+00 -2.094395102500000e+00 -1.000000000000000e+00
-6.283185305000000e+00 -1.486251736268073e+00  2.057148074400284e-01
-5.444799599511608e+00 -2.094395102500000e+00 -4.662278477904664e-01
-5.708884028283173e+00 -2.094395102500000e+00  6.656559378182887e-03
-5.888683077872502e+00 -1.704803421965401e+00 -1.000000000000000e+00
-6.283185305000000e+00 -1.495996501785714e+00 -1.000000000000000e+00
-4.603282033805227e+00  1.517976540693048e-02  1.000000000000000e+00
-4.739428129336697e+00 -5.632733900305963e-01  1.000000000000000e+00
 5.684786704523810e+00  2.094395102500000e+00  1.000000000000000e+00
 5.444134461689679e+00  2.094395102500000e+00  4.770947993051221e-01
 6.283185305000000e+00  2.094395102500000e+00  3.333333333333334e-01
 5.892702357467777e+00  1.699523794275759e+00  1.000000000000000e+00
 1.196742718207602e+00 -1.573396566819820e+00  1.000000000000000e+00
 1.795089009970406e+00 -1.573401657324127e+00  1.000000000000000e+00
-4.505589865550852e+00 -1.036924362697283e+00  1.000000000000000e+00
-5.684786704523810e+00 -2.094395102500000e+00  1.000000000000000e+00
-6.283185305000000e+00 -2.094395102500000e+00  3.333333333333334e-01
-6.283185305000000e+00 -2.094395102500000e+00  1.000000000000000e+00
-6.283185305000000e+00  1.495996501785714e+00  1.000000000000000e+00
-5.888683077872502e+00  1.704803421965401e+00  1.000000000000000e+00
-5.792253756698361e+00  1.223859148973072e+00  1.000000000000000e+00
-5.817413330078125e+00  1.670526981353760e+00  6.660670042037964e-01
-4.198068610891224e+00  1.565046624830011e+00 -1.000000000000000e+00
-3.594263075222444e+00  1.569143503155008e+00 -1.000000000000000e+00
-3.889590903095238e+00  2.094395102500000e+00 -1.000000000000000e+00
 5.892406226341370e+00 -1.701532335741385e+00  1.000000000000000e+00
-4.769328708864221e+00  2.094395102500000e+00  5.346941188813895e-01
-5.400004318140339e+00  1.615371254068220e+00  1.000000000000000e+00
 6.283185305000000e+00  8.975979010714288e-01  1.000000000000000e+00
 6.283185305000000e+00  1.070956942736301e+00  5.650897553444383e-01
 6.283185305000000e+00  5.790544052168488e-01  5.367299723506063e-01
 5.753632243165408e+00  6.083744827655388e-01  1.000000000000000e+00
-2.394068874146323e+00 -1.572537562519749e+00  1.000000000000000e+00
-2.094395101666667e+00 -2.094395102500000e+00  1.000000000000000e+00
-2.692793702142858e+00 -2.094395102500000e+00  1.000000000000000e+00
 5.209372883281141e+00  3.008209919227553e-01  1.000000000000000e+00
 5.177777607686268e+00  9.824455268875819e-01  1.000000000000000e+00
-1.795184920088097e+00  1.576176040779098e+00  1.000000000000000e+00
-6.283185305000000e+00 -8.975979010714288e-01  1.000000000000000e+00
-6.283185305000000e+00 -5.790544052168488e-01  5.367299723506063e-01
-6.283185305000000e+00 -2.935977570843656e-01  3.996258497132926e-02
-5.749925175202613e+00 -6.059753812119389e-01  1.000000000000000e+00
-5.174412692905663e+00 -9.800632973114203e-01  1.000000000000000e+00
-5.203649081894695e+00 -2.955794488549373e-01  1.000000000000000e+00
 5.086388104047618e+00 -2.094395102500000e+00  1.000000000000000e+00
-1.196835513744464e+00  1.573296602949697e+00 -1.000000000000000e+00
-1.496157637990121e+00  1.047442385061805e+00 -1.000000000000000e+00
-8.976466833463513e-01  1.047638954314539e+00 -1.000000000000000e+00
 4.769328708864221e+00 -2.094395102500000e+00  5.346941188813895e-01
 6.283185305000000e+00  2.991993003571429e-01  1.000000000000000e+00
 6.283185305000000e+00 -2.890766878250314e-03  5.206116332457935e-01
 6.283185305000000e+00  2.935977570843656e-01  3.996258497132926e-02
 5.753901263947594e+00 -7.907587219358950e-03  1.000000000000000e+00
 1.495912368255420e+00 -1.055817278335370e+00 -1.000000000000000e+00
 5.755859918625956e+00 -6.203371236747370e-01  1.000000000000000e+00
 6.283185305000000e+00 -2.094395102500000e+00  3.333333333333334e-01
 5.684786704523809e+00 -2.094395102500000e+00  1.000000000000000e+00
 5.210469957931179e+00 -3.196049460372409e-01  1.000000000000000e+00
-3.889590903095238e+00  2.094395102500000e+00  1.000000000000000e+00
-6.283185305000000e+00 -2.991993003571429e-01  1.000000000000000e+00
 3.291192302619048e+00 -2.094395102500000e+00 -1.000000000000000e+00
-5.086388104047618e+00 -2.094395102500000e+00 -1.000000000000000e+00
-4.799710991739333e+00 -2.094395102500000e+00 -4.846209372224290e-01
 6.283185305000000e+00 -2.991993003571429e-01  1.000000000000000e+00
 5.086388104047619e+00  2.094395102500000e+00  1.000000000000000e+00
-4.811229021699329e+00 -1.558984886844655e+00  1.000000000000000e+00
-4.801000190202923e+00 -2.094395102500000e+00  5.045399611391653e-01
-5.086388104047619e+00 -2.094395102500000e+00  1.000000000000000e+00
-1.353974106388378e-05  1.573401857899244e+00 -1.000000000000000e+00
-2.992329929061184e-01  1.047705385558307e+00 -1.000000000000000e+00
 2.991347314614597e-01  1.047714404510619e+00 -1.000000000000000e+00
-6.283185305000000e+00  9.278025494853375e-01  1.261722017352853e-02
-5.746902619079400e+00  6.277717088320669e-01  1.000000000000000e+00
-6.283185305000000e+00  8.975979010714286e-01  1.000000000000000e+00
-6.283185305000000e+00  2.094395102500000e+00  3.333333333333334e-01
-6.283185305000000e+00  2.094395102500000e+00  1.000000000000000e+00
-5.201977213324780e+00  3.278231197838224e-01  1.000000000000000e+00
 1.495961859585137e+00  6.370006079409588e-03  1.000000000000000e+00
 1.196495896379997e+00 -5.199362999164550e-01  1.000000000000000e+00
-3.291192302619047e+00  2.094395102500000e+00  1.000000000000000e+00
-5.747517688820945e+00  1.267853627572566e-02  1.000000000000000e+00
-6.283185305000000e+00  3.087822212691604e-01  2.253280041898151e-02
-5.260551768062195e+00  2.094395102500000e+00  5.636733802741436e-01
-5.086388104047618e+00  2.094395102500000e+00  1.000000000000000e+00
-6.283185305000000e+00  2.991993003571429e-01  1.000000000000000e+00
-6.283185305000000e+00  6.130911570464274e-01  5.091247943720985e-01
-4.487989503571427e+00  2.094395102500000e+00  1.000000000000000e+00
 5.753632243165408e+00 -6.083744827655387e-01 -1.000000000000000e+00
 6.283185305000000e+00 -8.975979010714288e-01 -1.000000000000000e+00
 6.283185305000000e+00 -1.256514463180413e+00 -4.641902635695419e-01
-6.283185305000000e+00  8.975979010714288e-01 -1.000000000000000e+00
-5.799635272568356e+00  1.209092325579010e+00 -1.000000000000000e+00
-5.749925175202613e+00  6.059753812119389e-01 -1.000000000000000e+00
-6.283185305000000e+00  6.115001168434440e-01 -4.792856206454864e-01
 4.196839399513302e+00 -1.568983102585450e+00  1.000000000000000e+00
 4.189442882707533e+00 -2.094395102500000e+00  5.194236914641771e-01
 3.889590903095238e+00 -2.094395102500000e+00  1.000000000000000e+00
 4.484506410543771e+00 -2.094395102500000e+00  3.734553405601038e-02
 3.592032866710022e+00 -1.572736089425679e+00  1.000000000000000e+00
 4.487989503571427e+00 -2.094395102500000e+00  1.000000000000000e+00
 3.291192302619047e+00 -2.094395102500000e+00  1.000000000000000e+00
 2.991702918912284e+00 -1.573633119614170e+00  1.000000000000000e+00
-2.692793702142856e+00  2.094395102500000e+00  1.000000000000000e+00
-2.393582105911749e+00  1.576175098014553e+00  1.000000000000000e+00
 3.292232281036407e+00  2.094395102500000e+00  1.441971379648352e-02
 2.393967714740125e+00  1.574890036924315e+00  1.000000000000000e+00
 2.692793702142858e+00  2.094395102500000e+00  1.000000000000000e+00
-2.094395101666667e+00  2.094395102500000e+00  1.000000000000000e+00
 1.795220084453656e+00  1.575684395343724e+00  1.000000000000000e+00
 2.094395101666667e+00  2.094395102500000e+00  1.000000000000000e+00
 1.795775073040345e+00  2.094395102500000e+00  5.111285617007905e-01
-1.196789684471148e+00  1.576177534595712e+00  1.000000000000000e+00
-1.495996501190476e+00  2.094395102500000e+00  1.000000000000000e+00
-1.196088021526754e+00  2.094395102500000e+00  5.109793528110907e-01
 1.495996501190477e+00  2.094395102500000e+00  1.000000000000000e+00
 8.975979007142865e-01  2.094395102500000e+00  1.000000000000000e+00
 2.991993002380955e-01  2.094395102500000e+00  1.000000000000000e+00
-1.348445964372928e-05  1.576172594167111e+00  1.000000000000000e+00
-8.975979007142847e-01  2.094395102500000e+00  1.000000000000000e+00
